unit_id	year	sem	code	title	level	dept_own	dept_teach	location	mode	survey_method	enrolled	class_size_log10	size_bin	sem_ord	isclayton	ispostgrad	responses	setu_overall	ChiefExaminer	year_lin	low_response	fe_effect	setu_overall_adj	pscore_similar	pscore_similar_low	pscore_similar_high	pscore_faculty	pscore_faculty_low	pscore_faculty_high
314	2010	Semester 1	MKX4080	Advanced business research methods	4	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	12	1.531	1	Semester 1	0	1	6	3	220	0	1	0.02	2.98	1	0	1	0	0	1
546	2010	Semester 2	MGF3881	Current issues in human resource management	3	Department of Management	Department of Management	Caulfield	On Campus	Paper	46	1.663	2	Semester 2	0	0	24	2.93	602	0	0	-0.19	3.12	0	0	1	1	0	1
69	2010	Semester 1	AFX4000	Research methods	4	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Paper	20	1.301	1	Semester 1	0	1	6	3.17	196	0	1	0.04	3.13	2	1	3	1	0	1
509	2010	Semester 2	ETF9100	Introductory applied econometrics	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	12	1.079	1	Semester 2	0	1	9	3.25	194	0	1	0.09	3.16	2	1	3	1	0	2
205	2010	Semester 1	MGC2430	Human resource management	2	Department of Management	Department of Management	Clayton	On Campus	Paper	92	1.964	3	Semester 1	1	0	45	2.88	622	0	0	-0.3	3.18	0	0	1	1	1	2
234	2010	Semester 1	MGX2501	Introduction to tourism	2	Department of Management	Department of Management	Caulfield	On Campus	Paper	21	1.322	1	Semester 1	0	0	4	3	300	0	1	-0.18	3.18	2	1	4	1	1	2
161	2010	Semester 1	ECX5420	Applied macroeconomics	5	Department of Economics	Department of Economics	Caulfield	On Campus	Paper	25	1.398	1	Semester 1	0	1	22	3.25	245	0	0	0.05	3.2	3	2	4	1	1	2
229	2010	Semester 1	MGW3130	Organisational change and development	3	Department of Management	Department of Management	Berwick	On Campus	Paper	118	2.072	3	Semester 1	0	0	23	2.94	394	0	0	-0.26	3.2	3	2	5	1	1	2
494	2010	Semester 2	ETC2470	Applied business modelling	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Paper	25	1.398	1	Semester 2	1	0	11	3	496	0	0	-0.22	3.22	3	2	5	1	1	2
518	2010	Semester 2	ETX2011	Quantitative methods for risk analysis	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	18	1.863	1	Semester 2	0	0	4	3	78	0	1	-0.23	3.23	3	2	5	1	1	2
601	2010	Semester 2	MKC3500	Survey data analysis	3	Department of Marketing	Econometrics & Business Statistics	Clayton	On Campus	Paper	12	1.519	1	Semester 2	1	0	4	3	182	0	1	-0.25	3.25	4	3	5	2	1	3
24	2010	Semester 1	AFF2851	Accounting information systems and financial modelling	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Paper	271	2.433	5	Semester 1	0	0	94	2.96	233	0	0	-0.3	3.26	1	0	2	2	1	3
71	2010	Semester 1	AFX4030	Advanced modelling in finance	4	Accounting & Finance	Banking & Finance	Clayton	On Campus	Paper	13	1.114	1	Semester 1	1	1	13	3.31	80	0	0	0.03	3.28	4	3	6	2	1	3
163	2010	Semester 1	ECX5479	Project evaluation	5	Department of Economics	Department of Economics	Clayton	On Campus	Paper	13	1.114	1	Semester 1	1	1	9	3.33	466	0	1	0.01	3.32	5	3	7	2	1	4
332	2010	Semester 2	AFC3120	Advanced financial accounting	3	Accounting & Finance	Financial Accounting & Auditing	Clayton	On Campus	Paper	302	2.48	5	Semester 2	1	0	73	2.98	608	0	0	-0.35	3.33	0	0	0	2	1	4
175	2010	Semester 1	ETC3460	Financial econometrics	3	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Paper	36	1.556	2	Semester 1	1	0	12	3.1	318	0	0	-0.25	3.35	0	0	0	3	2	5
321	2010	Semester 1	MKX9550	Marketing and the international consumer	9	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	113	2.053	3	Semester 1	0	1	43	3.33	151	0	0	-0.03	3.36	6	4	9	3	2	5
512	2010	Semester 2	ETF9480	Business modelling	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	12	1.708	1	Semester 2	0	1	7	3.38	594	0	1	0.01	3.37	5	4	8	3	2	5
553	2010	Semester 2	MGW2323	Employment relations	2	Department of Management	Department of Management	Berwick	On Campus	Paper	64	1.806	3	Semester 2	0	0	38	3.2	535	0	0	-0.21	3.41	8	5	11	4	2	6
187	2010	Semester 1	ETF9121	Data analysis in business	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	11	2.396	1	Semester 1	0	1	7	3.33	524	0	1	-0.09	3.42	7	4	10	4	2	6
218	2010	Semester 1	MGF3621	Organisational change	3	Department of Management	Department of Management	Caulfield	On Campus	Paper	177	2.248	4	Semester 1	0	0	100	3.15	527	0	0	-0.28	3.43	1	0	2	4	2	7
114	2010	Semester 1	BTX5131	Banking and finance law	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Paper	56	1.748	2	Semester 1	0	1	31	3.45	507	0	0	0.01	3.44	2	1	4	4	3	7
270	2010	Semester 1	MKC2500	Marketing research analysis	2	Department of Marketing	UNKNOWN	Clayton	On Campus	Paper	83	1.973	3	Semester 1	1	0	27	3.13	652	0	0	-0.31	3.44	2	1	3	4	3	7
322	2010	Semester 1	MKX9610	Supply chain logistics	9	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	60	1.778	3	Semester 1	0	1	29	3.45	371	0	0	0.01	3.44	9	6	13	4	3	7
108	2010	Semester 1	BTX5000	Corporate governance	5	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Paper	125	2.097	4	Semester 1	0	1	48	3.42	3	0	0	-0.03	3.45	1	0	2	5	3	7
96	2010	Semester 1	BTF2601	Banking law	2	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Paper	75	1.875	3	Semester 1	0	0	35	3.23	28	0	0	-0.23	3.46	9	6	14	5	3	8
408	2010	Semester 2	AFX9560	Advanced financial accounting	9	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Paper	142	2.152	4	Semester 2	0	1	93	3.45	406	0	0	-0.02	3.47	1	0	3	5	3	8
192	2010	Semester 1	ETX1100	Business statistics	1	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	515	2.712	5	Semester 1	0	0	161	3.15	230	0	0	-0.34	3.49	4	2	7	6	3	9
14	2010	Semester 1	AFC3240	International finance	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Paper	178	2.25	4	Semester 1	1	0	66	3.16	592	0	0	-0.34	3.5	2	1	4	6	4	9
615	2010	Semester 2	MKF5463	Advanced buyer behaviour	5	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	29	1.462	1	Semester 2	0	1	23	3.56	220	0	0	0.06	3.5	9	6	13	6	4	9
47	2010	Semester 1	AFF9012	Climate change and emissions trading	9	Accounting & Finance	Accounting & Finance	Caulfield	On Campus	Paper	34	1.531	2	Semester 1	0	1	27	3.55	213	0	0	0.04	3.51	3	2	6	6	4	10
276	2010	Semester 1	MKF2121	Marketing research methods	2	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	232	2.365	4	Semester 1	0	0	152	3.23	151	0	0	-0.29	3.52	2	1	4	6	4	10
588	2010	Semester 2	MGX9220	Work and employment relations	9	Department of Management	Department of Management	Caulfield	On Campus	Paper	29	1.462	1	Semester 2	0	1	26	3.58	467	0	0	0.06	3.52	10	7	14	6	4	10
147	2010	Semester 1	ECF3120	Consumer economics	3	Department of Economics	Department of Economics	Caulfield	On Campus	Paper	117	2.068	3	Semester 1	0	0	35	3.27	504	0	0	-0.26	3.53	12	8	17	7	4	10
164	2010	Semester 1	ECX9000	Microeconomics	9	Department of Economics	Department of Economics	Clayton	On Campus	Paper	6	1.531	1	Semester 1	1	1	2	3.5	166	0	1	-0.04	3.54	10	7	14	7	4	11
146	2010	Semester 1	ECF2721	Trade finance and foreign exchange	2	Department of Economics	Department of Economics	Caulfield	On Campus	Paper	252	2.401	5	Semester 1	0	0	181	3.28	415	0	0	-0.3	3.58	7	4	11	8	5	13
368	2010	Semester 2	AFF5230	Global financial markets	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	129	2.111	4	Semester 2	0	1	85	3.56	106	0	0	-0.02	3.58	3	1	6	8	5	13
18	2010	Semester 1	AFF1300	Money and capital markets	1	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	445	2.648	5	Semester 1	0	0	113	3.26	489	0	0	-0.33	3.59	7	4	12	9	6	13
197	2010	Semester 1	ETX9520	Quantitative methods for risk analysis	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	65	2.004	3	Semester 1	0	1	18	3.57	78	0	0	-0.02	3.59	15	11	21	9	6	13
422	2010	Semester 2	BTF3931	Taxation law	3	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Paper	243	2.554	5	Semester 2	0	0	156	3.29	595	0	0	-0.3	3.59	7	4	12	9	6	13
610	2010	Semester 2	MKF3500	Survey data analysis	3	Department of Marketing	Econometrics & Business Statistics	Caulfield	On Campus	Paper	5	0.699	1	Semester 2	0	0	2	3.5	182	0	1	-0.09	3.59	12	9	17	9	6	13
343	2010	Semester 2	AFF1300	Money and capital markets	1	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	391	2.592	5	Semester 2	0	0	85	3.31	489	0	0	-0.3	3.61	8	5	13	10	6	14
208	2010	Semester 1	MGF1010	Introduction to management	1	Department of Management	Department of Management	Caulfield	On Campus	Paper	573	2.758	5	Semester 1	0	0	150	3.28	525	0	0	-0.34	3.62	8	5	13	10	6	15
319	2010	Semester 1	MKX5751	Delivering customer value	5	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	17	1.23	1	Semester 1	0	1	15	3.69	642	0	0	0.07	3.62	14	10	18	10	6	15
421	2010	Semester 2	BTF3201	International trade law	3	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Paper	50	2.22	2	Semester 2	0	0	27	3.36	595	0	0	-0.26	3.62	6	4	10	10	6	15
476	2010	Semester 2	ECF9530	Economics	9	Department of Economics	Department of Economics	Caulfield	On Campus	Paper	217	2.336	4	Semester 2	0	1	132	3.57	504	0	0	-0.05	3.62	4	2	7	10	6	15
567	2010	Semester 2	MGX5030	Corporate social responsibility	5	Department of Management	Department of Management	Caulfield	On Campus	Paper	72	1.857	3	Semester 2	0	1	55	3.63	407	0	0	0.01	3.62	17	12	23	10	6	15
10	2010	Semester 1	AFC3131	Performance measurement and control	3	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Clayton	On Campus	Paper	402	2.604	5	Semester 1	1	0	173	3.25	7	0	0	-0.38	3.63	3	1	7	10	7	15
228	2010	Semester 1	MGW2511	Managing quality, innovation and knowledge	2	Department of Management	Department of Management	Peninsula	On Campus	Paper	41	1.613	2	Semester 1	0	0	23	3.43	563	0	0	-0.2	3.63	7	4	11	10	7	15
293	2010	Semester 1	MKW1120	Marketing theory and practice	1	Department of Marketing	Department of Marketing	Peninsula	On Campus	Paper	107	2.029	3	Semester 1	0	0	11	3.38	387	0	0	-0.25	3.63	17	12	23	10	7	15
399	2010	Semester 2	AFX4140	Corporate financial theory	4	Accounting & Finance	UNKNOWN	Clayton	On Campus	Paper	13	1.114	1	Semester 2	1	1	12	3.67	479	0	0	0.04	3.63	13	10	17	10	7	15
445	2010	Semester 2	BTX9060	The law of employment	9	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Paper	7	0.845	1	Semester 2	0	1	3	3.75	103	0	1	0.12	3.63	14	10	19	10	7	15
662	2010	Summer 2010/2011	BTX9651	Taxation law	9	Business Law & Taxation	Business Law & Taxation	Caulfield	On Campus	Web	49	1.69	2	Summer	0	1	18	3.63	595	0	0	-0	3.63	7	4	11	10	7	15
330	2010	Semester 2	AFC2240	Equities and investment analysis	2	Accounting & Finance	Banking & Finance	Clayton	On Campus	Paper	442	2.645	5	Semester 2	1	0	123	3.27	367	0	0	-0.37	3.64	4	1	8	11	7	16
573	2010	Semester 2	MGX5360	Strategic management in the public sector	5	Department of Management	Department of Management	Caulfield	On Campus	Paper	8	0.903	1	Semester 2	0	1	8	3.75	352	0	1	0.11	3.64	14	10	20	11	7	16
627	2010	Semester 2	MKW3440	Marketing strategy	3	Department of Marketing	Department of Marketing	Peninsula	On Campus	Paper	59	1.771	2	Semester 2	0	0	21	3.44	371	0	0	-0.2	3.64	7	4	11	11	7	16
168	2010	Semester 1	ETC2410	Introductory econometrics	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Paper	87	2.238	3	Semester 1	1	0	19	3.31	317	0	0	-0.34	3.65	6	3	9	11	7	16
392	2010	Semester 2	AFW3021	Performance measurement and control	3	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Peninsula	On Campus	Paper	60	1.778	3	Semester 2	0	0	23	3.45	530	0	0	-0.2	3.65	18	13	25	11	7	16
563	2010	Semester 2	MGX2501	Introduction to tourism	2	Department of Management	Department of Management	Berwick	On Campus	Paper	66	1.82	3	Semester 2	0	0	21	3.45	300	0	0	-0.21	3.66	19	14	26	12	8	17
589	2010	Semester 2	MGX9600	Managing people and organisations	9	Department of Management	Department of Management	Caulfield	On Campus	Paper	108	2.033	3	Semester 2	0	1	84	3.65	379	0	0	-0.01	3.66	19	14	26	12	8	17
77	2010	Semester 1	AFX9510	Quantitative methods	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	69	1.839	3	Semester 1	0	1	53	3.67	482	0	0	-0	3.67	20	14	26	12	8	18
28	2010	Semester 1	AFF3331	International banking and finance	3	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	149	2.173	4	Semester 1	0	0	34	3.42	416	0	0	-0.27	3.69	6	3	11	13	9	19
48	2010	Semester 1	AFF9020	Introduction to risk principles	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	90	1.954	3	Semester 1	0	1	51	3.67	403	0	0	-0.02	3.69	21	15	28	13	9	19
70	2010	Semester 1	AFX4010	Research design and analysis	4	Accounting & Finance	Accounting & Finance	Caulfield	On Campus	Paper	20	1.301	1	Semester 1	0	1	12	3.75	652	0	0	0.06	3.69	17	12	22	13	9	19
429	2010	Semester 2	BTW3221	Taxation law and practice	3	Business Law & Taxation	Business Law & Taxation	Peninsula	On Campus	Paper	54	1.732	2	Semester 2	0	0	30	3.5	595	0	0	-0.2	3.7	9	6	14	14	9	19
487	2010	Semester 2	ECX3900	Business, competition and regulation	3	Department of Economics	Department of Economics	Caulfield	On Campus	Paper	239	2.378	4	Semester 2	0	0	99	3.42	47	0	0	-0.28	3.7	7	3	12	14	9	19
43	2010	Semester 1	AFF5260	Money market dealing	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	66	1.82	3	Semester 1	0	1	59	3.71	559	0	0	0	3.71	22	16	29	14	10	20
649	2010	Semester 2	MKX9550	Marketing and the international consumer	9	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	95	1.978	3	Semester 2	0	1	56	3.71	151	0	0	-0	3.71	22	16	29	14	10	20
377	2010	Semester 2	AFF9150	Options, futures and risk management	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	87	1.94	3	Semester 2	0	1	64	3.72	31	0	0	0	3.72	23	17	30	15	10	21
397	2010	Semester 2	AFW3121	Investments  and portfolio management	3	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Berwick	On Campus	Paper	85	1.929	3	Semester 2	0	0	24	3.5	4	0	0	-0.22	3.72	23	17	30	15	10	21
550	2010	Semester 2	MGW2200	Festivals and events	2	Department of Management	Department of Management	Peninsula	On Campus	Paper	88	1.944	3	Semester 2	0	0	46	3.5	266	0	0	-0.22	3.72	23	17	30	15	10	21
188	2010	Semester 1	ETF9200	Applied econometrics	9	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	19	1.996	1	Semester 1	0	1	8	3.7	445	0	1	-0.04	3.74	20	14	26	16	11	22
655	2010	Summer 2010/2011	AFF5280	Institutional asset and liability management	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Web	43	1.633	2	Summer	0	1	14	3.75	416	0	0	0.01	3.74	11	7	17	16	11	22
83	2010	Semester 1	AFX9580	Accounting information and systems modelling	9	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Paper	93	1.968	3	Semester 1	0	1	58	3.73	505	0	0	-0.02	3.75	25	18	32	16	11	23
193	2010	Semester 1	ETX2011	Quantitative methods for risk analysis	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	36	2.004	2	Semester 1	0	0	22	3.5	78	0	0	-0.25	3.75	12	7	17	16	11	23
358	2010	Semester 2	AFF3631	Auditing and assurance	3	Accounting & Finance	Financial Accounting & Auditing	Caulfield	On Campus	Paper	248	2.598	5	Semester 2	0	0	202	3.45	396	0	0	-0.3	3.75	15	10	23	16	11	23
427	2010	Semester 2	BTW2220	Corporations law	2	Business Law & Taxation	Business Law & Taxation	Berwick	On Campus	Paper	135	2.13	4	Semester 2	0	0	34	3.5	49	0	0	-0.25	3.75	9	5	15	16	11	23
26	2010	Semester 1	AFF3121	Investments and portfolio management	3	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	340	2.531	5	Semester 1	0	0	208	3.46	626	0	0	-0.31	3.77	17	11	24	18	12	24
288	2010	Semester 1	MKF9110	Theory and process of buyer behaviour	9	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	20	1.301	1	Semester 1	0	1	14	3.83	136	0	0	0.06	3.77	21	16	27	18	12	24
501	2010	Semester 2	ETC4460	Financial econometrics 2	4	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Paper	9	0.954	1	Semester 2	1	1	10	3.83	225	0	0	0.06	3.77	19	15	24	18	12	24
537	2010	Semester 2	MGF2341	Managing employee relations	2	Department of Management	Department of Management	Caulfield	On Campus	Paper	113	2.053	3	Semester 2	0	0	60	3.53	373	0	0	-0.24	3.77	26	20	34	18	12	24
225	2010	Semester 1	MGW2323	Employment relations	2	Department of Management	Department of Management	Peninsula	On Campus	Paper	51	1.708	2	Semester 1	0	0	17	3.57	535	0	0	-0.21	3.78	13	8	19	18	13	25
235	2010	Semester 1	MGX2501	Introduction to tourism	2	Department of Management	Department of Management	Peninsula	On Campus	Paper	50	1.699	2	Semester 1	0	0	15	3.57	300	0	0	-0.21	3.78	13	8	19	18	13	25
495	2010	Semester 2	ETC2520	Probability and statistical inference for economics and business	2	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Paper	22	1.342	1	Semester 2	1	0	13	3.57	483	0	0	-0.21	3.78	20	15	25	18	13	25
578	2010	Semester 2	MGX5610	Work and employment relations in a global context	5	Department of Management	Department of Management	Caulfield	On Campus	Paper	10	1	1	Semester 2	0	1	10	3.9	335	0	0	0.12	3.78	22	16	28	18	13	25
251	2010	Semester 1	MGX5551	Strategic human resource management	5	Department of Management	Department of Management	Caulfield	On Campus	Paper	18	1.255	1	Semester 1	0	1	13	3.86	89	0	0	0.07	3.79	22	17	29	19	13	26
365	2010	Semester 2	AFF5050	Global banking institutions and issues	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	208	2.318	4	Semester 2	0	1	87	3.75	489	0	0	-0.04	3.79	11	6	19	19	13	26
381	2010	Semester 2	AFF9350	Portfolio management and theory	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	84	1.924	3	Semester 2	0	1	46	3.8	162	0	0	0.01	3.79	28	21	36	19	13	26
8	2010	Semester 1	AFC2340	Debt markets and fixed income securities	2	Accounting & Finance	Banking & Finance	Clayton	On Campus	Paper	199	2.299	4	Semester 1	1	0	62	3.45	522	0	0	-0.35	3.8	14	8	23	19	14	27
190	2010	Semester 1	ETW1102	Business statistics	1	Econometrics & Business Statistics	Econometrics & Business Statistics	Berwick	On Campus	Paper	138	2.14	4	Semester 1	0	0	72	3.54	275	0	0	-0.26	3.8	12	7	19	19	14	27
244	2010	Semester 1	MGX5220	Managing work, family and life	5	Department of Management	Department of Management	Caulfield	On Campus	Paper	68	1.833	3	Semester 1	0	1	24	3.8	40	0	0	-0	3.8	28	21	36	19	14	27
338	2010	Semester 2	AFC3240	International finance	3	Accounting & Finance	Banking & Finance	Clayton	On Campus	Paper	378	2.577	5	Semester 2	1	0	97	3.44	592	0	0	-0.36	3.8	12	6	21	19	14	27
605	2010	Semester 2	MKF2131	Marketing decision analysis	2	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	93	1.968	3	Semester 2	0	0	34	3.57	136	0	0	-0.23	3.8	28	21	36	19	14	27
41	2010	Semester 1	AFF5230	Global financial markets	5	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	151	2.179	4	Semester 1	0	1	102	3.77	106	0	0	-0.04	3.81	12	7	20	20	14	27
51	2010	Semester 1	AFF9150	Options, futures and risk management	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	103	2.013	3	Semester 1	0	1	56	3.79	31	0	0	-0.02	3.81	29	22	37	20	14	27
426	2010	Semester 2	BTW1200	Business law	1	Business Law & Taxation	Business Law & Taxation	Peninsula	On Campus	Paper	81	1.908	3	Semester 2	0	0	33	3.59	28	0	0	-0.22	3.81	29	22	37	20	14	27
507	2010	Semester 2	ETF5300	Applied financial econometrics	5	Econometrics & Business Statistics	Econometrics & Business Statistics	Caulfield	On Campus	Paper	17	1.23	1	Semester 2	0	1	14	3.9	64	0	0	0.09	3.81	24	18	30	20	14	27
547	2010	Semester 2	MGW1010	Introduction to management	1	Department of Management	Department of Management	Berwick	On Campus	Paper	96	1.982	3	Semester 2	0	0	32	3.58	624	0	0	-0.23	3.81	29	22	37	20	14	27
643	2010	Semester 2	MKX5371	Business to business marketing	5	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	9	0.954	1	Semester 2	0	1	7	3.92	533	0	1	0.11	3.81	24	18	30	20	14	27
160	2010	Semester 1	ECX5410	Applied microeconomics	5	Department of Economics	Department of Economics	Caulfield	On Campus	Paper	53	1.724	2	Semester 1	0	1	36	3.83	625	0	0	0.01	3.82	15	10	22	21	15	28
260	2010	Semester 1	MGX9270	Public management	9	Department of Management	Department of Management	Caulfield	On Campus	Paper	22	1.342	1	Semester 1	0	1	17	3.88	352	0	0	0.06	3.82	24	18	31	21	15	28
7	2010	Semester 1	AFC2240	Equities and investment analysis	2	Accounting & Finance	Banking & Finance	Clayton	On Campus	Paper	333	2.522	5	Semester 1	1	0	117	3.46	367	0	0	-0.37	3.83	14	7	24	21	15	29
219	2010	Semester 1	MGF3681	International management	3	Department of Management	Department of Management	Caulfield	On Campus	Paper	92	2.021	3	Semester 1	0	0	48	3.58	379	0	0	-0.25	3.83	31	23	39	21	15	29
391	2010	Semester 2	AFW3021	Performance measurement and control	3	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Berwick	On Campus	Paper	147	2.167	4	Semester 2	0	0	42	3.58	530	0	0	-0.25	3.83	14	8	22	21	15	29
402	2010	Semester 2	AFX9004	New venture finance	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	19	1.279	1	Semester 2	0	1	15	3.92	290	0	0	0.09	3.83	25	19	32	21	15	29
452	2010	Semester 2	ECC1000	Principles of microeconomics	1	Department of Economics	Department of Economics	Clayton	On Campus	Paper	252	2.401	5	Semester 2	1	0	119	3.49	88	0	0	-0.34	3.83	14	7	24	21	15	29
39	2010	Semester 1	AFF5100	Advanced strategic management accounting	5	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Paper	104	2.017	3	Semester 1	0	1	82	3.82	515	0	0	-0.02	3.84	31	24	40	22	16	30
67	2010	Semester 1	AFW3040	Accounting theory	3	Accounting & Finance	Financial Accounting & Auditing	Peninsula	On Campus	Paper	53	1.724	2	Semester 1	0	0	13	3.63	551	0	0	-0.21	3.84	17	11	24	22	16	30
165	2010	Semester 1	ETC1000	Business and economic statistics	1	Econometrics & Business Statistics	Econometrics & Business Statistics	Clayton	On Campus	Paper	598	2.777	5	Semester 1	1	0	270	3.44	317	0	0	-0.4	3.84	15	8	25	22	16	30
647	2010	Semester 2	MKX9160	Foundations of marketing	9	Department of Marketing	Department of Marketing	Caulfield	On Campus	Paper	19	1.279	1	Semester 2	0	1	13	3.93	199	0	0	0.09	3.84	26	20	32	22	16	30
19	2010	Semester 1	AFF2391	Cost information for decision making	2	Accounting & Finance	Mgmt Accounting & Accounting Info Sys	Caulfield	On Campus	Paper	321	2.507	5	Semester 1	0	0	121	3.54	61	0	0	-0.31	3.85	23	15	31	23	16	31
54	2010	Semester 1	AFF9350	Portfolio management and theory	9	Accounting & Finance	Banking & Finance	Caulfield	On Campus	Paper	141	2.149	4	Semester 1	0	1	81	3.81	162	0	0	-0.04	3.85	15	9	24	23	16	31
